TIME_PERIOD,DWA_GRP,UNIT_MEASURE,BW,FW,DEP,HW,HW_NET,TW,DEBT,TW_NET
2024-07-01,D10,EUR,2633009.29,1955065.57,1097625.44,6152042.31,5541775.84,11837742.61,-694347.13,11143395.479999999
2011-01-01,D10,EUR_R_NH,307.78,242.41,156.91,697.15,623.5899999999999,1404.25,-98.41,1305.84
2011-04-01,D10,EUR_R_NH,308.95,242.51999999999998,159.97,704.18,630.18,1415.6200000000001,-98.81,1316.81
2011-07-01,D10,EUR_R_NH,306.58,226.39999999999998,162.75,716.64,642.11,1412.37,-99.34,1313.03
2011-10-01,D10,EUR_R_NH,315.47,229.26999999999998,166.92,721.34,646.62,1433,-99.21,1333.79
2012-01-01,D10,EUR_R_NH,326.03999999999996,237.62999999999997,170.31,730.07,654.72,1464.05,-100.53999999999999,1363.5100000000002
2012-04-01,D10,EUR_R_NH,321.73,232.01000000000002,174.15,741.59,665.52,1469.48,-101.1,1368.38
2012-07-01,D10,EUR_R_NH,329.88,237.54000000000002,177.8,746.67,670.1999999999999,1491.89,-100.97,1390.9199999999998
2012-10-01,D10,EUR_R_NH,335.09000000000003,239.64,181.64,753.75,676.79,1510.12,-100.97,1409.1499999999999
2013-01-01,D10,EUR_R_NH,337.95,243.51999999999998,183.54,763.99,686.76,1529,-100.81,1428.19
2013-04-01,D10,EUR_R_NH,335.17,240.98000000000002,186.91,775.1,697.53,1538.16,-100.71,1437.45
2013-07-01,D10,EUR_R_NH,345.87,245.12,189.02,785.16,706.9,1565.17,-100.99000000000001,1464.18
2013-10-01,D10,EUR_R_NH,355.43,255.77,194.2,788.63,709.95,1594.03,-100.84,1493.1900000000003
2014-01-01,D10,EUR_R_NH,357.69,259.7,196.96,798.84,719.7,1613.19,-100.92,1512.27
2014-04-01,D10,EUR_R_NH,360.34000000000003,263.52,200.13,813.43,734.02,1637.42,-101.11,1536.3100000000002
2014-07-01,D10,EUR_R_NH,363.23,263.15,203.51,820.73,740.78,1650.6200000000001,-101.17,1549.4499999999998
2014-10-01,D10,EUR_R_NH,366.02,266.16999999999996,206.85,820.45,738.6,1659.4899999999998,-102.31,1557.18
2015-01-01,D10,EUR_R_NH,380.72,282.95,205.74,827.59,744.14,1697.0000000000002,-103.41,1593.59
2015-04-01,D10,EUR_R_NH,380.04999999999995,275.23,206.66,835.68,750.29,1697.6200000000001,-104.77,1592.85
2015-07-01,D10,EUR_R_NH,372.36,267.23,206.26,836.72,749.2,1682.57,-106.1,1576.4700000000003
2015-10-01,D10,EUR_R_NH,384.21,276.13,208.43,839.98,750.46,1708.75,-107.47,1601.28
2016-01-01,D10,EUR_R_NH,372.94,272.12,208.43,844.2,753.1300000000001,1697.69,-108.55,1589.14
2016-04-01,D10,EUR_R_NH,369.96,271.9,210.21,853.47,760.03,1705.54,-110.36,1595.18
2016-07-01,D10,EUR_R_NH,369.03,277.40999999999997,211.08,855.67,759.91,1713.1899999999998,-112.24000000000001,1600.95
2016-10-01,D10,EUR_R_NH,377.01,283.02,215.88,854.62,757.01,1730.5300000000002,-113.3,1617.23
2017-01-01,D10,EUR_R_NH,383.15999999999997,292.54,215.86,852.58,753.5300000000001,1744.1400000000003,-114.25,1629.89
2017-04-01,D10,EUR_R_NH,391.13,292.02,217.67,860.33,759.02,1761.15,-116.03,1645.1200000000001
2017-07-01,D10,EUR_R_NH,402.49,300.06,217.5,873.29,770.28,1793.34,-117.9,1675.4399999999998
2017-10-01,D10,EUR_R_NH,413.16999999999996,305.92,220.04,888.78,784.23,1827.9099999999999,-119.57,1708.34
2018-01-01,D10,EUR_R_NH,434.65,303.56,219.59,903.05,798.3699999999999,1860.85,-120.38000000000001,1740.4699999999998
2018-04-01,D10,EUR_R_NH,442.40999999999997,308.08,221.56,922.69,816.09,1894.74,-122.81,1771.93
2018-07-01,D10,EUR_R_NH,456.82,312.16,222.16,944.21,835.82,1935.3500000000001,-124.72,1810.6299999999999
2018-10-01,D10,EUR_R_NH,461.58000000000004,292.65999999999997,226.1,962.11,852.28,1942.4499999999998,-126.5,1815.95
2019-01-01,D10,EUR_R_NH,460,316.63,226.66,971.84,860.9000000000001,1975.13,-127.87,1847.2600000000002
2019-04-01,D10,EUR_R_NH,457.86,328.6,228.99,999.12,885.95,2014.57,-130.29,1884.2800000000002
2019-07-01,D10,EUR_R_NH,459.51,341.41999999999996,228.59,1019.78,904.03,2049.3,-133.05,1916.2500000000002
2019-10-01,D10,EUR_R_NH,467.73,346.75,231.28,1048.62,930.9499999999999,2094.38,-134.81,1959.5700000000002
2020-01-01,D10,EUR_R_NH,482.59000000000003,313.5,230.13,1060.93,942.59,2087.15,-136.09,1951.0600000000002
2020-04-01,D10,EUR_R_NH,488.74,344.71000000000004,233.8,1074.07,953.8,2141.32,-138.09,2003.2299999999998
2020-07-01,D10,EUR_R_NH,497.86,354.03,234.94,1100.07,977.27,2186.9,-140.82,2046.0799999999997
2020-10-01,D10,EUR_R_NH,513.99,374.08000000000004,239.01,1126.42,1000.96,2253.5,-143.66,2109.84
2021-01-01,D10,EUR_R_NH,518.89,388.05,241,1139.19,1012.07,2287.13,-145.48000000000002,2141.65
2021-04-01,D10,EUR_R_NH,530.99,402.8,242.33,1181,1050.67,2357.12,-149.53,2207.5899999999997
2021-07-01,D10,EUR_R_NH,539.05,411.55999999999995,239.03,1222.21,1089.53,2411.85,-153.20000000000002,2258.65
2021-10-01,D10,EUR_R_NH,549.38,431.28,240.67,1251.4,1116.1000000000001,2472.73,-156.03,2316.7
2022-01-01,D10,EUR_R_NH,553.03,406.58000000000004,239.41,1306.97,1169.92,2505.99,-156.54000000000002,2349.45
2022-04-01,D10,EUR_R_NH,563.8199999999999,368.24,240.73,1375.25,1235.51,2548.04,-159.34,2388.7
2022-07-01,D10,EUR_R_NH,575.27,356,242.77,1415.52,1273.62,2589.56,-161.67000000000002,2427.89
2022-10-01,D10,EUR_R_NH,576.25,367.74,245.44,1418.92,1276.02,2608.35,-163.14000000000001,2445.2100000000005
2023-01-01,D10,EUR_R_NH,575.6899999999999,392.32000000000005,243.34,1422.04,1279.28,2633.3900000000003,-163.19,2470.2
2023-04-01,D10,EUR_R_NH,584.14,403.53999999999996,245.47,1439.85,1296.33,2672.9999999999995,-163.97,2509.03
2023-07-01,D10,EUR_R_NH,597.66,397.85999999999996,246.76,1454.58,1310.3,2696.8599999999997,-164.73,2532.1299999999997
2023-10-01,D10,EUR_R_NH,612.55,419.65000000000003,252.69,1464.75,1320.15,2749.64,-164.89,2584.7500000000005
2024-01-01,D10,EUR_R_NH,615.86,445.78999999999996,255.76,1459.56,1314.36,2776.9700000000003,-165.41,2611.5600000000004
2024-04-01,D10,EUR_R_NH,617.9200000000001,455.79,259.69,1473.32,1327.56,2806.72,-165.87,2640.8500000000004
2024-07-01,D10,EUR_R_NH,632.08,469.34000000000003,263.5,1476.85,1330.35,2841.77,-166.68,2675.09
2011-01-01,D10,EUR_R_POP,131.58,103.63999999999999,67.08,298.06,266.62,600.36,-42.06,558.3
2011-04-01,D10,EUR_R_POP,131.9,103.55000000000001,68.3,300.67,269.08000000000004,604.42,-42.18,562.2400000000001
2011-07-01,D10,EUR_R_POP,130.98000000000002,96.74,69.53,306.19,274.35,603.44,-42.44,561
2011-10-01,D10,EUR_R_POP,134.84,97.99,71.34,308.33,276.4,612.5,-42.4,570.1
2012-01-01,D10,EUR_R_POP,139.32999999999998,101.55000000000001,72.78,311.99,279.79,625.65,-42.96,582.6899999999999
2012-04-01,D10,EUR_R_POP,137.46,99.12,74.4,316.85,284.35,627.83,-43.19,584.6400000000001
2012-07-01,D10,EUR_R_POP,140.9,101.45,75.94,318.91,286.25,637.2,-43.12,594.08
2012-10-01,D10,EUR_R_POP,143,102.27000000000001,77.51,321.67,288.83000000000004,644.45,-43.09,601.36
2013-01-01,D10,EUR_R_POP,144.22,103.92,78.32,326.02,293.06,652.48,-43.02,609.46
2013-04-01,D10,EUR_R_POP,142.94,102.77000000000001,79.71,330.56,297.48,655.98,-42.949999999999996,613.03
2013-07-01,D10,EUR_R_POP,147.34,104.41999999999999,80.52,334.48,301.14,666.76,-43.02,623.74
2013-10-01,D10,EUR_R_POP,151.73000000000002,109.19,82.9,336.66,303.07000000000005,680.48,-43.050000000000004,637.4300000000001
2014-01-01,D10,EUR_R_POP,152.62,110.81,84.04,340.84,307.07,688.31,-43.06,645.25
2014-04-01,D10,EUR_R_POP,153.79000000000002,112.47,85.41,347.15,313.26,698.8199999999999,-43.15,655.67
2014-07-01,D10,EUR_R_POP,155.01,112.31,86.85,350.25,316.13,704.42,-43.18,661.24
2014-10-01,D10,EUR_R_POP,156.45,113.77000000000001,88.41,350.69,315.7,709.32,-43.74,665.5799999999999
2015-01-01,D10,EUR_R_POP,163.28,121.35,88.23,354.92,319.13,727.78,-44.35,683.43
2015-04-01,D10,EUR_R_POP,163.04,118.08000000000001,88.66,358.51,321.88,728.29,-44.95,683.3399999999999
2015-07-01,D10,EUR_R_POP,159.49,114.47,88.35,358.39,320.9,720.7,-45.45,675.25
2015-10-01,D10,EUR_R_POP,164.54,118.25,89.26,359.71,321.38,731.76,-46.019999999999996,685.74
2016-01-01,D10,EUR_R_POP,159.48000000000002,116.38,89.13,361.02,322.08,726.01,-46.42,679.59
2016-04-01,D10,EUR_R_POP,157.99,116.12,89.77,364.47,324.57000000000005,728.35,-47.129999999999995,681.22
2016-07-01,D10,EUR_R_POP,157.54,118.41999999999999,90.11,365.28,324.4,731.35,-47.910000000000004,683.4399999999999
2016-10-01,D10,EUR_R_POP,160.85,120.75000000000001,92.1,364.63,322.99,738.33,-48.33,690
2017-01-01,D10,EUR_R_POP,163.31,124.69,92,363.39,321.16999999999996,743.39,-48.7,694.6899999999999
2017-04-01,D10,EUR_R_POP,166.18,124.08000000000001,92.48,365.54,322.49,748.28,-49.3,698.98
2017-07-01,D10,EUR_R_POP,171.49,127.85000000000001,92.67,372.1,328.21000000000004,764.11,-50.24,713.8700000000001
2017-10-01,D10,EUR_R_POP,176.25,130.49,93.86,379.14,334.53999999999996,779.74,-51.010000000000005,728.73
2018-01-01,D10,EUR_R_POP,185.39,129.47,93.66,385.17,340.52000000000004,793.6899999999999,-51.35,742.34
2018-04-01,D10,EUR_R_POP,188.86,131.52,94.58,393.88,348.38,808.84,-52.42,756.42
2018-07-01,D10,EUR_R_POP,195.25,133.43,94.96,403.58,357.25,827.22,-53.31,773.9100000000001
2018-10-01,D10,EUR_R_POP,196.68,124.69999999999999,96.34,409.96,363.15999999999997,827.68,-53.9,773.7800000000001
2019-01-01,D10,EUR_R_POP,196.1,134.99,96.63,414.31,367.01,842.0300000000001,-54.519999999999996,787.51
2019-04-01,D10,EUR_R_POP,195.12,140.03,97.58,425.78,377.54999999999995,858.51,-55.529999999999994,802.98
2019-07-01,D10,EUR_R_POP,196.05,145.67000000000002,97.53,435.1,385.72,874.35,-56.760000000000005,817.59
2019-10-01,D10,EUR_R_POP,199.89,148.18,98.84,448.15,397.85999999999996,895.0600000000001,-57.61,837.4499999999999
2020-01-01,D10,EUR_R_POP,206.14999999999998,133.92,98.3,453.2,402.65,891.5699999999999,-58.129999999999995,833.4399999999999
2020-04-01,D10,EUR_R_POP,209.25,147.59,100.1,459.86,408.37,916.8000000000001,-59.120000000000005,857.6800000000001
2020-07-01,D10,EUR_R_POP,213.10999999999999,151.54,100.57,470.89,418.33,936.1099999999999,-60.27,875.8399999999999
2020-10-01,D10,EUR_R_POP,220.24,160.29000000000002,102.41,482.66,428.90000000000003,965.6,-61.559999999999995,904.0400000000002
2021-01-01,D10,EUR_R_POP,223.32,167.01,103.72,490.28,435.57,984.3299999999999,-62.61,921.7199999999999
2021-04-01,D10,EUR_R_POP,229.39,174.01,104.69,510.21,453.90999999999997,1018.3,-64.59,953.7099999999999
2021-07-01,D10,EUR_R_POP,234,178.67000000000002,103.76,530.57,472.98,1047,-66.5,980.5
2021-10-01,D10,EUR_R_POP,238.35,187.11,104.42,542.92,484.21999999999997,1072.8,-67.69,1005.1099999999999
2022-01-01,D10,EUR_R_POP,238.85000000000002,175.6,103.4,564.5,505.31,1082.3500000000001,-67.61,1014.7399999999999
2022-04-01,D10,EUR_R_POP,243.05,158.73000000000002,103.77,592.83,532.59,1098.38,-68.69,1029.69
2022-07-01,D10,EUR_R_POP,248.21,153.61,104.75,610.77,549.54,1117.3400000000001,-69.75999999999999,1047.5800000000002
2022-10-01,D10,EUR_R_POP,248.56,158.61,105.86,612.03,550.39,1125.06,-70.37,1054.69
2023-01-01,D10,EUR_R_POP,248.89999999999998,169.62,105.21,614.84,553.12,1138.5700000000002,-70.55,1068.0200000000002
2023-04-01,D10,EUR_R_POP,252.47,174.41,106.09,622.33,560.3000000000001,1155.3,-70.87,1084.4300000000003
2023-07-01,D10,EUR_R_POP,258.45,172.03,106.7,629,566.61,1166.18,-71.23,1094.95
2023-10-01,D10,EUR_R_POP,264.70000000000005,181.32999999999998,109.19,632.96,570.47,1188.18,-71.26,1116.92
2024-01-01,D10,EUR_R_POP,266.41,192.82,110.63,631.36,568.55,1201.2200000000003,-71.56,1129.66
2024-04-01,D10,EUR_R_POP,267.2,197.1,112.29,637.1,574.07,1213.69,-71.73,1141.96
2024-07-01,D10,EUR_R_POP,272.94,202.66,113.78,637.73,574.47,1227.11,-71.98,1155.13
2011-01-01,D06,EUR,4530.27,105176.22,121486.9,238624.44,127807.41,469817.82999999996,-154794.02,315023.81000000006
2011-04-01,D06,EUR,4638.719999999999,102991.41,120999.69,247073.79,131940.59000000003,475703.61000000004,-160880.24,314823.37
2011-07-01,D06,EUR,5616.98,102976.65,122803.77,247451.25,129953.2,478848.65,-165226.78,313621.87
2011-10-01,D06,EUR,4790.7,100842.62,123955.16,253177.33,135370.21,482765.80999999994,-166493.01,316272.79999999993
2012-01-01,D06,EUR,3437.7799999999997,98439.94,123297.9,254295.84,142859.88,479471.45999999996,-159645.32,319826.13999999996
2012-04-01,D06,EUR,3730.47,98780.07,124420.23,262023.62,146645.63,488954.39,-165191.37,323763.02
2012-07-01,D06,EUR,4107.88,97930.29,125391.27,267707.47,152875.49999999997,495136.91,-167991.87,327145.04
2012-10-01,D06,EUR,4529.45,97437.22,124971.83,265732.79,152302.62999999998,492671.29,-164162.38,328508.91
2013-01-01,D06,EUR,5154.75,99226.01000000001,125726.37,271361.03,156369.74000000005,501468.16000000003,-167394.78999999998,334073.37000000005
2013-04-01,D06,EUR,5534.5,98871.14,125670.62,276849.01,158556.91,506925.27,-169868.13,337057.14
2013-07-01,D06,EUR,5577.86,98926.57,125612.9,278108.94,160377.21000000002,508226.27,-169606.45,338619.82
2013-10-01,D06,EUR,5656.71,99627.56999999999,126400.2,282798.57,165158.99,514483.05,-171310.84,343172.20999999996
2014-01-01,D06,EUR,5887.7300000000005,101655.59999999999,127022.6,284981.87,167771.83000000002,519547.79999999993,-173095.22,346452.57999999996
2014-04-01,D06,EUR,6146.16,102125.89,126876.05,290432.61,171965.19,525580.71,-173018.57,352562.13999999996
2014-07-01,D06,EUR,5903.0599999999995,102744.15000000001,126658.21,293202.99,173661.41999999998,528508.41,-173279.41,355229
2014-10-01,D06,EUR,6434.66,102969.78,131538.45,291639.89,174504.98,532582.78,-170057.09,362525.69000000006
2015-01-01,D06,EUR,6969.7,105054.5,134773.23,296657.71,180120.45,543455.14,-170677.83,372777.31000000006
2015-04-01,D06,EUR,7352.26,105174.69,137593.01,306013.95,187978.90000000002,556133.91,-175672.26,380461.65
2015-07-01,D06,EUR,7887.62,104833.27,140363.76,306774.74,188523.34,559859.39,-177770.44,382088.95
2015-10-01,D06,EUR,8265.78,106709.62,144818.8,313698.05,194920.05,573492.25,-179418.37,394073.88
2016-01-01,D06,EUR,8902.19,107141.17,147441.55,319343.14,200002.66000000003,582828.05,-182650.53,400177.52
2016-04-01,D06,EUR,9239.529999999999,107848.57,152413.49,324261.01,204830.85,593762.6,-184673.69,409088.91
2016-07-01,D06,EUR,9515.61,109091.62,156293.03,328571.83,208231.28000000003,603472.09,-186687.68,416784.4100000001
2016-10-01,D06,EUR,9679.65,109170.05,163268.59,330700.7,210634.57,612818.99,-186750.82,426068.17
2017-01-01,D06,EUR,9910.130000000001,112508.20000000001,165306.84,334453.37,214814.01,622178.54,-188238.88,433939.66000000003
2017-04-01,D06,EUR,10162.02,114207.70999999999,171866.56,338840.48,217600.34999999998,635076.77,-189595.59000000003,445481.18
2017-07-01,D06,EUR,10890.71,115134.5,172193.53,340640.15,218491.78000000003,638858.89,-190575.11,448283.78
2017-10-01,D06,EUR,11101.65,114900.98000000001,172758.45,346961.49,222837.25,645722.5700000001,-189182.23,456540.3400000001
2018-01-01,D06,EUR,11596.82,115351.82,173575.73,353921.36,227124.05,654445.73,-191285.19,463160.54
2018-04-01,D06,EUR,11448.53,117872.22,176088.29,362519.4,233211.61000000004,667928.4400000001,-192112.33,475816.1100000001
2018-07-01,D06,EUR,12431.24,116965.87,178159.34,372016.32,238541.65,679572.77,-194522.65000000002,485050.12
2018-10-01,D06,EUR,12601.269999999999,112028.09,181482.89,370919.9,237408.71000000002,677032.15,-189951.13,487081.02
2019-01-01,D06,EUR,13302.039999999999,118887.79999999999,180855.81,376586.42,243185.69999999998,689632.0700000001,-193171.56,496460.51000000007
2019-04-01,D06,EUR,12903.45,123357.24,184446.78,383755.08,247983.12000000002,704462.55,-192590.97999999998,511871.57000000007
2019-07-01,D06,EUR,13042.68,127703.06,186425.76,391151.43,252735.36,718322.9299999999,-193503.63,524819.2999999999
2019-10-01,D06,EUR,13167.83,127551.09,192182.01,398694.5,256535.49,731595.4299999999,-195835.19,535760.24
2020-01-01,D06,EUR,16821.440000000002,122914.79,189288.32,392035.1,253012.50999999998,721059.6499999999,-191070.06,529989.5899999999
2020-04-01,D06,EUR,15578.149999999998,128212.39,194317.96,404927.51,263192.03,743036.01,-194645.17,548390.84
2020-07-01,D06,EUR,15813.67,129296.08,198486.89,407531.98,264334.68,751128.62,-195216.47999999998,555912.14
2020-10-01,D06,EUR,17926.59,129962.06000000001,203930.67,417564.39,273854.46,769383.7100000001,-196231.44,573152.27
2021-01-01,D06,EUR,21154.4,130386.06,204924.28,416747.71,273635.52,773212.4500000001,-193607.07,579605.3799999999
2021-04-01,D06,EUR,22117.66,133604.47,208267.53,426439.91,280640.72,790429.5700000001,-195106.04,595323.53
2021-07-01,D06,EUR,23106.47,133855.19,218349.18,434957.83,282779.38,810268.6699999999,-199157.83000000002,611110.8399999999
2021-10-01,D06,EUR,23584.82,135666.22,222446.74,439216.18,289317.19,820913.96,-195990.06,624923.8999999999
2022-01-01,D06,EUR,23373.84,133482.58,222960.59,439167.27,299030.02,818984.2799999999,-192437.28,626547
2022-04-01,D06,EUR,23590.47,129950.68000000001,222762.04,470266.65,316523.44000000006,846569.8400000001,-210627.69,635942.1500000001
2022-07-01,D06,EUR,24857.95,136330.84000000003,222912.67,486211.94,322351.85,870313.4,-223492.38,646821.0200000001
2022-10-01,D06,EUR,24052.89,134609.15000000002,226615.66,484653.84,323341.81000000006,869931.5400000002,-222024.18,647907.3600000001
2023-01-01,D06,EUR,24359.510000000002,137486.90000000002,225390.83,494862.28,333188.9,882099.52,-227696.49,654403.03
2023-04-01,D06,EUR,24431.010000000002,136753.05,227224.25,507734.3,341538.37,896142.61,-233493.5,662649.11
2023-07-01,D06,EUR,25138.48,133905.12,229897.03,521533.4,351137.06000000006,910474.03,-242302.53,668171.5
2023-10-01,D06,EUR,25603.37,140379.47999999998,233450.34,523824.79,354630.86,923257.9799999999,-239999.91999999998,683258.06
2024-01-01,D06,EUR,25896.13,142638.34000000003,233130.11,523595.52,356673.23,925260.1,-235511.58000000002,689748.52
2024-04-01,D06,EUR,26012.870000000003,138567.16999999998,239324.86,533041.7,364606.50999999995,936946.6,-237267.37,699679.2299999999
2024-07-01,D06,EUR,26746.82,143563.90999999997,241290.73,536473.48,367136.30999999994,948074.94,-237731.82,710343.1199999999
2011-01-01,D06,EUR_R_NH,1.14,26.46,30.56,60.01,32.14,118.17,-38.93,79.23999999999998
2011-04-01,D06,EUR_R_NH,1.17,25.96,30.49,62.25,33.239999999999995,119.86999999999999,-40.54,79.33000000000001
2011-07-01,D06,EUR_R_NH,1.41,25.87,30.87,62.2,32.67,120.35000000000001,-41.53,78.82000000000001
2011-10-01,D06,EUR_R_NH,1.2,25.330000000000002,31.13,63.57,33.99,121.22999999999999,-41.8,79.42999999999999
2012-01-01,D06,EUR_R_NH,0.87,24.8,31.06,64.07,35.989999999999995,120.8,-40.23,80.57
2012-04-01,D06,EUR_R_NH,0.9299999999999999,24.76,31.18,65.66,36.75,122.53,-41.39,81.14
2012-07-01,D06,EUR_R_NH,1.03,24.48,31.37,66.97,38.25,123.85000000000001,-42.019999999999996,81.83
2012-10-01,D06,EUR_R_NH,1.1400000000000001,24.42,31.33,66.61,38.18,123.5,-41.15,82.35
2013-01-01,D06,EUR_R_NH,1.29,24.78,31.39,67.75,39.04,125.21,-41.79,83.42000000000002
2013-04-01,D06,EUR_R_NH,1.3800000000000001,24.68,31.36,69.09,39.57000000000001,126.51,-42.39,84.12
2013-07-01,D06,EUR_R_NH,1.4000000000000001,24.76,31.44,69.62,40.150000000000006,127.22,-42.45,84.77
2013-10-01,D06,EUR_R_NH,1.4100000000000001,24.880000000000003,31.56,70.61,41.239999999999995,128.46,-42.77,85.69
2014-01-01,D06,EUR_R_NH,1.4700000000000002,25.4,31.73,71.2,41.92,129.79999999999998,-43.25,86.55000000000001
2014-04-01,D06,EUR_R_NH,1.53,25.439999999999998,31.6,72.35,42.83,130.92,-43.12,87.79999999999998
2014-07-01,D06,EUR_R_NH,1.4600000000000002,25.509999999999998,31.45,72.81,43.13,131.23,-43.03,88.20000000000002
2014-10-01,D06,EUR_R_NH,1.6,25.57,32.66,72.4,43.32000000000001,132.23000000000002,-42.22,90.01000000000002
2015-01-01,D06,EUR_R_NH,1.73,26.040000000000003,33.4,73.51,44.63000000000001,134.68,-42.3,92.38000000000001
2015-04-01,D06,EUR_R_NH,1.83,26.11,34.15,75.96,46.66,138.04999999999998,-43.61,94.43999999999998
2015-07-01,D06,EUR_R_NH,1.9600000000000002,26.05,34.88,76.24,46.849999999999994,139.13,-44.18,94.94999999999999
2015-10-01,D06,EUR_R_NH,2.04,26.340000000000003,35.76,77.46,48.129999999999995,141.6,-44.3,97.3
2016-01-01,D06,EUR_R_NH,2.2,26.419999999999998,36.37,78.79,49.35000000000001,143.78,-45.06,98.72
2016-04-01,D06,EUR_R_NH,2.28,26.59,37.57,79.93,50.49000000000001,146.37,-45.519999999999996,100.85000000000001
2016-07-01,D06,EUR_R_NH,2.34,26.83,38.43,80.79,51.2,148.39000000000001,-45.9,102.48999999999998
2016-10-01,D06,EUR_R_NH,2.38,26.85,40.15,81.33,51.8,150.71,-45.93,104.77999999999997
2017-01-01,D06,EUR_R_NH,2.42,27.58,40.51,81.96,52.63999999999999,152.47,-46.129999999999995,106.33999999999997
2017-04-01,D06,EUR_R_NH,2.48,27.86,41.91,82.64,53.07,154.89,-46.25,108.63999999999999
2017-07-01,D06,EUR_R_NH,2.67,28.24,42.23,83.55,53.589999999999996,156.69,-46.74,109.94999999999999
2017-10-01,D06,EUR_R_NH,2.72,28.18,42.39,85.13,54.669999999999995,158.42000000000002,-46.42,111.99999999999999
2018-01-01,D06,EUR_R_NH,2.84,28.25,42.52,86.68,55.63000000000001,160.29000000000002,-46.85,113.44000000000003
2018-04-01,D06,EUR_R_NH,2.79,28.71,42.89,88.31,56.81,162.7,-46.8,115.89999999999999
2018-07-01,D06,EUR_R_NH,3.02,28.36,43.21,90.23,57.86000000000001,164.82,-47.18,117.63999999999999
2018-10-01,D06,EUR_R_NH,3.0700000000000003,27.26,44.17,90.27,57.779999999999994,164.76999999999998,-46.230000000000004,118.53999999999998
2019-01-01,D06,EUR_R_NH,3.2399999999999998,28.950000000000003,44.03,91.68,59.20000000000001,167.9,-47.03,120.87
2019-04-01,D06,EUR_R_NH,3.14,29.939999999999998,44.76,93.13,60.17999999999999,170.97,-46.74,124.22999999999999
2019-07-01,D06,EUR_R_NH,3.16,30.87,45.08,94.59,61.120000000000005,173.7,-46.79,126.91
2019-10-01,D06,EUR_R_NH,3.17,30.74,46.3,96.05,61.8,176.26,-47.18,129.07999999999998
2020-01-01,D06,EUR_R_NH,4.07,29.73,45.79,94.84,61.21,174.42999999999998,-46.22,128.21
2020-04-01,D06,EUR_R_NH,3.75,30.840000000000003,46.74,97.41,63.309999999999995,178.74,-46.83,131.91000000000003
2020-07-01,D06,EUR_R_NH,3.82,31.25,47.97,98.49,63.879999999999995,181.53,-47.18,134.34999999999997
2020-10-01,D06,EUR_R_NH,4.32,31.31,49.13,100.59,65.97,185.35,-47.269999999999996,138.07999999999998
2021-01-01,D06,EUR_R_NH,5.08,31.36,49.28,100.23,65.81,185.95000000000002,-46.56,139.39
2021-04-01,D06,EUR_R_NH,5.32,32.12,50.08,102.55,67.47999999999999,190.07,-46.93,143.14
2021-07-01,D06,EUR_R_NH,5.5200000000000005,31.99,52.2,103.98,67.6,193.69,-47.61,146.07999999999998
2021-10-01,D06,EUR_R_NH,5.63,32.349999999999994,53.05,104.74,68.99,195.76999999999998,-46.74,149.02999999999997
2022-01-01,D06,EUR_R_NH,5.62,32.1,53.61,105.59,71.89,196.92000000000002,-46.27,150.65
2022-04-01,D06,EUR_R_NH,5.67,31.23,53.52,112.98,76.06,203.4,-50.6,152.8
2022-07-01,D06,EUR_R_NH,5.949999999999999,32.59,53.3,116.26,77.06,208.10000000000002,-53.440000000000005,154.66000000000003
2022-10-01,D06,EUR_R_NH,5.779999999999999,32.31,54.39,116.32,77.60999999999999,208.8,-53.28,155.52
2023-01-01,D06,EUR_R_NH,5.84,32.95,54.01,118.57,79.82999999999998,211.37,-54.56,156.81
2023-04-01,D06,EUR_R_NH,5.859999999999999,32.8,54.51,121.8,81.93,214.96999999999997,-56.01,158.95999999999998
2023-07-01,D06,EUR_R_NH,6.01,31.99,54.93,124.61,83.9,217.54000000000002,-57.89,159.65000000000003
2023-10-01,D06,EUR_R_NH,6.15,33.71,56.05,125.77,85.15,221.68,-57.62,164.06
2024-01-01,D06,EUR_R_NH,6.22,34.26,55.99,125.77,85.66999999999999,222.24,-56.57,165.67000000000002
2024-04-01,D06,EUR_R_NH,6.25,33.3,57.51,128.1,87.60999999999999,225.15999999999997,-57.03,168.13
2024-07-01,D06,EUR_R_NH,6.42,34.45,57.89,128.7,88.07999999999998,227.45999999999998,-57.03,170.42999999999998
2011-01-01,D06,EUR_R_POP,0.54,12.6,14.55,28.57,15.3,56.260000000000005,-18.54,37.720000000000006
2011-04-01,D06,EUR_R_POP,0.55,12.370000000000001,14.53,29.67,15.850000000000001,57.120000000000005,-19.32,37.800000000000004
2011-07-01,D06,EUR_R_POP,0.68,12.43,14.82,29.87,15.690000000000001,57.800000000000004,-19.939999999999998,37.86
2011-10-01,D06,EUR_R_POP,0.5900000000000001,12.24,15.05,30.73,16.43,58.61,-20.21,38.4
2012-01-01,D06,EUR_R_POP,0.42000000000000004,12.059999999999999,15.1,31.14,17.490000000000002,58.72,-19.55,39.17
2012-04-01,D06,EUR_R_POP,0.45999999999999996,12.05,15.17,31.95,17.88,59.63,-20.14,39.489999999999995
2012-07-01,D06,EUR_R_POP,0.51,12.01,15.38,32.83,18.75,60.73,-20.59,40.14
2012-10-01,D06,EUR_R_POP,0.56,12.059999999999999,15.47,32.9,18.86,60.989999999999995,-20.32,40.669999999999995
2013-01-01,D06,EUR_R_POP,0.64,12.21,15.48,33.4,19.25,61.730000000000004,-20.6,41.13
2013-04-01,D06,EUR_R_POP,0.6900000000000001,12.2,15.51,34.15,19.56,62.55,-20.95,41.599999999999994
