TIME_PERIOD,GINI,THEIL,ASSET,COUNTRY
2023-07-01,0.6775459107301594,0.9535050139660355,NWA,HR
2023-10-01,0.678352020831353,0.9542321485968603,NWA,HR
2024-01-01,0.679865276050165,0.9582940555782091,NWA,HR
2024-04-01,0.6809069941155037,0.9636313260172783,NWA,HR
2024-07-01,0.6811143113889052,0.961657083413247,NWA,HR
2014-07-01,0.6489699800558753,0.833094563459498,NWA,HU
2014-10-01,0.6508533056046931,0.8409690457390361,NWA,HU
2015-01-01,0.6492957198193957,0.839617754490606,NWA,HU
2015-04-01,0.6453914866604755,0.8285627782947472,NWA,HU
2015-07-01,0.644904023435017,0.8293931732166058,NWA,HU
2015-10-01,0.647907092792111,0.8408170744956714,NWA,HU
2016-01-01,0.6459527294368581,0.8362395921491075,NWA,HU
2016-04-01,0.6451961327887314,0.8340910688894265,NWA,HU
2016-07-01,0.6458520288877798,0.8373167083744345,NWA,HU
2016-10-01,0.6484795476248673,0.8469401933589794,NWA,HU
2017-01-01,0.647854616250195,0.8463564782665098,NWA,HU
2017-04-01,0.6475003079080286,0.8456929242777997,NWA,HU
2017-07-01,0.6491911241899717,0.8522622492865729,NWA,HU
2017-10-01,0.6519741221134125,0.862686791667581,NWA,HU
2018-01-01,0.6454839091809776,0.8408064131575032,NWA,HU
2018-04-01,0.640227020412913,0.8222577336991835,NWA,HU
2018-07-01,0.635473188633072,0.8061545981281264,NWA,HU
2018-10-01,0.6320963336555045,0.7946342148963673,NWA,HU
2019-01-01,0.6219859139117593,0.7631555376516214,NWA,HU
2019-04-01,0.6156923994793759,0.7428201827460369,NWA,HU
2019-07-01,0.6141120542758924,0.7364680037399864,NWA,HU
2019-10-01,0.6143698226708063,0.7356659134245941,NWA,HU
2020-01-01,0.608182441993367,0.7162426085754264,NWA,HU
2020-04-01,0.6074083567420461,0.7124569524499504,NWA,HU
2020-07-01,0.602468311625183,0.6972435922029907,NWA,HU
2020-10-01,0.6034190046832073,0.6988046480542008,NWA,HU
2021-01-01,0.6002118320217673,0.6902053186069756,NWA,HU
2021-04-01,0.5999640063607492,0.6889375406653729,NWA,HU
2021-07-01,0.601894917896863,0.6943963978297628,NWA,HU
2021-10-01,0.6035136732186991,0.6992622983078624,NWA,HU
2022-01-01,0.5938181524382424,0.6735222958009106,NWA,HU
2022-04-01,0.5880458588174309,0.65788187920951,NWA,HU
2022-07-01,0.5863491183778207,0.6538192762760487,NWA,HU
2022-10-01,0.5892115543968156,0.6616841999637766,NWA,HU
2023-01-01,0.5897660209554931,0.6633880554937351,NWA,HU
2023-04-01,0.5908443393075238,0.6663900819801951,NWA,HU
2023-07-01,0.5938528416576265,0.6745687911060667,NWA,HU
2023-10-01,0.5955063275038293,0.6796988794981169,NWA,HU
2024-01-01,0.5925349358716037,0.672073449110624,NWA,HU
2024-04-01,0.593172027645283,0.6738587337186623,NWA,HU
2024-07-01,0.5937053646693486,0.6752216283661784,NWA,HU
2009-01-01,0.6632500481636893,0.8433790637224334,NWA,I9
2009-04-01,0.66469801389279,0.8479430644702528,NWA,I9
2009-07-01,0.6660278127820208,0.8523885254814211,NWA,I9
2009-10-01,0.6665093342355383,0.8535831037055143,NWA,I9
2010-01-01,0.6670584354032798,0.855505805004569,NWA,I9
2010-04-01,0.6661541452495439,0.852203104394667,NWA,I9
2010-07-01,0.6669636892140733,0.8548138077139122,NWA,I9
2010-10-01,0.666945786901491,0.8547747207545976,NWA,I9
2011-01-01,0.6677015061709779,0.8573860854711749,NWA,I9
2011-04-01,0.6686325146182175,0.86012018297934,NWA,I9
2011-07-01,0.6681359263281716,0.8577255505318654,NWA,I9
2011-10-01,0.6697753055334936,0.8632512312886432,NWA,I9
2012-01-01,0.6723153768991099,0.8718249395001377,NWA,I9
2012-04-01,0.6733895441582247,0.8749745835431076,NWA,I9
2012-07-01,0.6754657162359108,0.8816934966752291,NWA,I9
