REF_AREA,TIME_PERIOD,HP_R_N
SI,2020-04-01,104.5569
SI,2020-07-01,103.7354
SI,2020-10-01,106.4747
SI,2021-01-01,110.3742
SI,2021-04-01,112.9715
SI,2021-07-01,114.6325
SI,2021-10-01,118.3411
SI,2022-01-01,121.8437
SI,2022-04-01,120.3181
SI,2022-07-01,119.308
SI,2022-10-01,120.0008
SI,2023-01-01,120.7959
SI,2023-04-01,119.548
SI,2023-07-01,118.2665
SI,2023-10-01,121.8441
SI,2024-01-01,124.165
SI,2024-04-01,124.579
SI,2024-07-01,126.4198
SI,2024-10-01,130.6091
SK,2006-01-01,82.1598
SK,2006-04-01,84.8408
SK,2006-07-01,86.7919
SK,2006-10-01,91.3624
SK,2007-01-01,97.3882
SK,2007-04-01,103.8402
SK,2007-07-01,112.3149
SK,2007-10-01,119.512
SK,2008-01-01,124.8626
SK,2008-04-01,127.7819
SK,2008-07-01,120.8157
SK,2008-10-01,115.1511
SK,2009-01-01,107.5304
SK,2009-04-01,102.6798
SK,2009-07-01,107.3366
SK,2009-10-01,101.8102
SK,2010-01-01,101.2206
SK,2010-04-01,100.1314
SK,2010-07-01,99.4036
SK,2010-10-01,99.2526
SK,2011-01-01,96.9183
SK,2011-04-01,94.4914
SK,2011-07-01,94.8343
SK,2011-10-01,92.7851
SK,2012-01-01,90.4342
SK,2012-04-01,88.9704
SK,2012-07-01,89.2593
SK,2012-10-01,87.0081
SK,2013-01-01,88.5206
SK,2013-04-01,88.5436
SK,2013-07-01,88.2275
SK,2013-10-01,88.4142
SK,2014-01-01,88.2042
SK,2014-04-01,89.5284
SK,2014-07-01,89.5296
SK,2014-10-01,91.3638
SK,2015-01-01,93.1833
SK,2015-04-01,94.5621
SK,2015-07-01,94.9441
SK,2015-10-01,96.2355
SK,2016-01-01,98.3903
SK,2016-04-01,100.8297
SK,2016-07-01,102.7787
SK,2016-10-01,104.2919
SK,2017-01-01,100.9357
SK,2017-04-01,106.3619
SK,2017-07-01,108.6208
SK,2017-10-01,108.4696
SK,2018-01-01,110.4229
SK,2018-04-01,110.8674
SK,2018-07-01,110.3619
SK,2018-10-01,113.3551
SK,2019-01-01,113.9714
SK,2019-04-01,117.0503
SK,2019-07-01,119.7056
SK,2019-10-01,122.2295
SK,2020-01-01,125.4768
SK,2020-04-01,125.9768
SK,2020-07-01,127.7852
SK,2020-10-01,128.9483
SK,2021-01-01,126.6944
SK,2021-04-01,129.0599
SK,2021-07-01,132.8882
SK,2021-10-01,135.3433
SK,2022-01-01,132.4013
SK,2022-04-01,133.7697
SK,2022-07-01,133.647
SK,2022-10-01,128.877
SK,2023-01-01,123.5528
SK,2023-04-01,116.69970000000001
SK,2023-07-01,117.7202
SK,2023-10-01,119.4283
SK,2024-01-01,116.2024
SK,2024-04-01,118.8672
SK,2024-07-01,121.7268
SK,2024-10-01,125.1272
I9,2005-01-01,90.9971
I9,2005-04-01,93.6178
I9,2005-07-01,94.9561
I9,2005-10-01,93.5916
I9,2006-01-01,94.3061
I9,2006-04-01,96.7634
I9,2006-07-01,97.3767
I9,2006-10-01,96.1317
I9,2007-01-01,97.3447
I9,2007-04-01,100.2313
I9,2007-07-01,101.27
I9,2007-10-01,99.5035
I9,2008-01-01,99.5793
I9,2008-04-01,101.52
I9,2008-07-01,102.6049
I9,2008-10-01,101.3082
I9,2009-01-01,101.2684
I9,2009-04-01,101.8548
I9,2009-07-01,101.4754
I9,2009-10-01,100.1913
I9,2010-01-01,98.8179
I9,2010-04-01,99.9587
I9,2010-07-01,100.8718
I9,2010-10-01,100.3425
I9,2011-01-01,100.8657
I9,2011-04-01,102.7014
I9,2011-07-01,103.3862
I9,2011-10-01,102.2768
I9,2012-01-01,101.0428
I9,2012-04-01,101.9097
I9,2012-07-01,101.6888
I9,2012-10-01,100.9679
I9,2013-01-01,101.1349
I9,2013-04-01,102.533
I9,2013-07-01,103.9157
I9,2013-10-01,103.1217
I9,2014-01-01,102.6296
I9,2014-04-01,103.1446
I9,2014-07-01,103.1213
I9,2014-10-01,102.785
I9,2015-01-01,103.875
I9,2015-04-01,107.8755
I9,2015-07-01,110.8657
I9,2015-10-01,110.7715
I9,2016-01-01,110.8209
I9,2016-04-01,113.3785
I9,2016-07-01,114.4312
I9,2016-10-01,113.5879
I9,2017-01-01,113.3391
I9,2017-04-01,114.8572
I9,2017-07-01,115.9527
I9,2017-10-01,115.6889
I9,2018-01-01,116.6998
I9,2018-04-01,119.3621
I9,2018-07-01,120.5239
I9,2018-10-01,120.655
I9,2019-01-01,122.2262
I9,2019-04-01,125.0465
I9,2019-07-01,126.5091
I9,2019-10-01,126.1846
I9,2020-01-01,126.5326
I9,2020-04-01,128.69
I9,2020-07-01,127.8991
I9,2020-10-01,128.4474
I9,2021-01-01,129.6716
I9,2021-04-01,130.8693
I9,2021-07-01,131.3621
I9,2021-10-01,130.3188
I9,2022-01-01,130.2439
I9,2022-04-01,131.1043
I9,2022-07-01,132.4609
I9,2022-10-01,133.2171
I9,2023-01-01,135.3621
I9,2023-04-01,138.3224
I9,2023-07-01,139.7483
I9,2023-10-01,140.4219
I9,2024-01-01,141.9676
I9,2024-04-01,144.3732
I9,2024-07-01,145.2581
I9,2024-10-01,146.0747
