REF_AREA,TIME_PERIOD,GDP_PC
SI,2021-10-01,128.427
SI,2022-01-01,117.375
SI,2022-04-01,125.207
SI,2022-07-01,124.477
SI,2022-10-01,128.173
SI,2023-01-01,118.695
SI,2023-04-01,127.265
SI,2023-07-01,126.068
SI,2023-10-01,131.005
SI,2024-01-01,121.128
SI,2024-04-01,128.054
SI,2024-07-01,127.849
SI,2024-10-01,132.674
SK,2000-01-01,58.432
SK,2000-04-01,64.164
SK,2000-07-01,63.168
SK,2000-10-01,62.017
SK,2001-01-01,59.302
SK,2001-04-01,65.267
SK,2001-07-01,64.846
SK,2001-10-01,66.619
SK,2002-01-01,61.49
SK,2002-04-01,66.825
SK,2002-07-01,69.905
SK,2002-10-01,69.166
SK,2003-01-01,64.873
SK,2003-04-01,70.497
SK,2003-07-01,72.418
SK,2003-10-01,72.549
SK,2004-01-01,67.944
SK,2004-04-01,72.651
SK,2004-07-01,78
SK,2004-10-01,76.681
SK,2005-01-01,71.056
SK,2005-04-01,78.883
SK,2005-07-01,83.445
SK,2005-10-01,80.764
SK,2006-01-01,76.66
SK,2006-04-01,85.841
SK,2006-07-01,90.461
SK,2006-10-01,88.984
SK,2007-01-01,83.784
SK,2007-04-01,93.428
SK,2007-07-01,100.348
SK,2007-10-01,100.979
SK,2008-01-01,91.201
SK,2008-04-01,99.168
SK,2008-07-01,106.076
SK,2008-10-01,101.711
SK,2009-01-01,85.705
SK,2009-04-01,92.94
SK,2009-07-01,99.511
SK,2009-10-01,97.25
SK,2010-01-01,91.985
SK,2010-04-01,99.195
SK,2010-07-01,105.77
SK,2010-10-01,103.05
SK,2011-01-01,94.813
SK,2011-04-01,102.642
SK,2011-07-01,108.555
SK,2011-10-01,106.66
SK,2012-01-01,96.929
SK,2012-04-01,104.517
SK,2012-07-01,110.251
SK,2012-10-01,106.826
SK,2013-01-01,97.095
SK,2013-04-01,104.876
SK,2013-07-01,110.908
SK,2013-10-01,108.06
SK,2014-01-01,99.522
SK,2014-04-01,107.535
SK,2014-07-01,113.729
SK,2014-10-01,111.108
SK,2015-01-01,103.987
SK,2015-04-01,112.844
SK,2015-07-01,119.537
SK,2015-10-01,117.569
SK,2016-01-01,106.625
SK,2016-04-01,115.472
SK,2016-07-01,120.702
SK,2016-10-01,119.254
SK,2017-01-01,108.508
SK,2017-04-01,118.939
SK,2017-07-01,123.953
SK,2017-10-01,123.271
SK,2018-01-01,112.475
SK,2018-04-01,123.935
SK,2018-07-01,129.499
SK,2018-10-01,127.355
SK,2019-01-01,116.456
SK,2019-04-01,126.582
SK,2019-07-01,131.143
SK,2019-10-01,129.641
SK,2020-01-01,114.697
SK,2020-04-01,115.166
SK,2020-07-01,130.702
SK,2020-10-01,129.576
SK,2021-01-01,117.995
SK,2021-04-01,130.307
SK,2021-07-01,136.478
SK,2021-10-01,135.344
SK,2022-01-01,120.199
SK,2022-04-01,129.896
SK,2022-07-01,136.135
SK,2022-10-01,134.599
SK,2023-01-01,119.788
SK,2023-04-01,132.07
SK,2023-07-01,138.717
SK,2023-10-01,137.443
SK,2024-01-01,123.71
SK,2024-04-01,134.629
SK,2024-07-01,140.382
SK,2024-10-01,139.903
EU,2000-01-01,90.424
EU,2000-04-01,92.593
EU,2000-07-01,92.068
EU,2000-10-01,95.768
EU,2001-01-01,92.958
EU,2001-04-01,94.502
EU,2001-07-01,93.502
EU,2001-10-01,96.85
EU,2002-01-01,92.518
EU,2002-04-01,95.012
EU,2002-07-01,94.428
EU,2002-10-01,97.439
EU,2003-01-01,92.898
EU,2003-04-01,94.723
EU,2003-07-01,94.481
EU,2003-10-01,98.006
EU,2004-01-01,94.48
EU,2004-04-01,96.891
EU,2004-07-01,96.019
EU,2004-10-01,99.46
EU,2005-01-01,94.943
EU,2005-04-01,98.381
EU,2005-07-01,97.405
EU,2005-10-01,100.836
EU,2006-01-01,98.102
EU,2006-04-01,100.704
EU,2006-07-01,99.908
EU,2006-10-01,104.033
EU,2007-01-01,100.956
EU,2007-04-01,103.339
EU,2007-07-01,102.419
EU,2007-10-01,105.936
EU,2008-01-01,102.156
EU,2008-04-01,104.418
EU,2008-07-01,102.489
EU,2008-10-01,103.296
EU,2009-01-01,95.883
EU,2009-04-01,97.995
EU,2009-07-01,97.835
EU,2009-10-01,101.036
EU,2010-01-01,96.871
EU,2010-04-01,100.116
EU,2010-07-01,99.834
EU,2010-10-01,103.179
EU,2011-01-01,99.701
EU,2011-04-01,101.895
EU,2011-07-01,101.109
EU,2011-10-01,103.196
EU,2012-01-01,99.269
EU,2012-04-01,100.415
EU,2012-07-01,99.707
EU,2012-10-01,101.823
EU,2013-01-01,97.081
EU,2013-04-01,100.15
EU,2013-07-01,100.121
EU,2013-10-01,102.522
EU,2014-01-01,98.716
EU,2014-04-01,101.012
EU,2014-07-01,101.227
EU,2014-10-01,103.949
EU,2015-01-01,100.395
EU,2015-04-01,102.838
EU,2015-07-01,102.991
EU,2015-10-01,106.021
EU,2016-01-01,101.88
EU,2016-04-01,104.905
EU,2016-07-01,104.205
EU,2016-10-01,107.485
EU,2017-01-01,104.508
EU,2017-04-01,106.789
EU,2017-07-01,106.83
EU,2017-10-01,110.294
EU,2018-01-01,106.319
EU,2018-04-01,108.88
EU,2018-07-01,108.086
EU,2018-10-01,111.624
EU,2019-01-01,107.888
EU,2019-04-01,110.203
EU,2019-07-01,110.184
EU,2019-10-01,112.525
EU,2020-01-01,104.677
EU,2020-04-01,94.601
EU,2020-07-01,105.59
EU,2020-10-01,108.767
EU,2021-01-01,104.82
EU,2021-04-01,109.202
EU,2021-07-01,110.959
EU,2021-10-01,114.645
EU,2022-01-01,110.556
EU,2022-04-01,113.261
EU,2022-07-01,113.454
EU,2022-10-01,115.664
EU,2023-01-01,111.466
EU,2023-04-01,112.839
EU,2023-07-01,112.515
EU,2023-10-01,115.084
EU,2024-01-01,111.224
EU,2024-04-01,113.178
EU,2024-07-01,113.511
EU,2024-10-01,116.072
